2017-12-20,292
2017-1-21,38
2017-2-21,179
2017-3-21,190
2017-4-21,1657
2017-5-21,1958
2017-6-21,191
2017-7-21,1815
2017-8-21,888
2017-9-21,1156
2017-10-21,1511
2017-11-21,202
2017-12-21,634
2017-1-22,272
2017-2-22,55
2017-3-22,328
2017-4-22,646
2017-5-22,362
2017-6-22,886
2017-7-22,875
2017-8-22,433
2017-9-22,1869
2017-10-22,142
2017-11-22,1844
2017-12-22,1416
2017-1-23,1881
2017-2-23,1998
2017-3-23,322
2017-4-23,651
2017-5-23,21
2017-6-23,1699
2017-7-23,1557
2017-8-23,476
2017-9-23,1892
2017-10-23,389
2017-11-23,1075
2017-12-23,712
2017-1-24,600
2017-2-24,510
2017-3-24,1003
2017-4-24,869
2017-5-24,1861
2017-6-24,688
2017-7-24,1401
2017-8-24,1789
2017-9-24,1255
2017-10-24,423
2017-11-24,1002
2017-12-24,585
2017-1-25,182
2017-2-25,285
2017-3-25,1088
2017-4-25,1426
2017-5-25,617
2017-6-25,1757
2017-7-25,1832
2017-8-25,932
2017-9-25,169
2017-10-25,154
2017-11-25,1721
2017-12-25,1189
2017-1-26,1976
2017-2-26,1329
2017-3-26,368
2017-4-26,692
2017-5-26,1425
2017-6-26,555
2017-7-26,1434
2017-8-26,549
2017-9-26,1441
2017-10-26,1512
2017-11-26,145
2017-12-26,60
2017-1-27,1718
2017-2-27,1753
2017-3-27,139
2017-4-27,423
2017-5-27,279
2017-6-27,1996
2017-7-27,687
2017-8-27,529
2017-9-27,549
2017-10-27,1437
2017-11-27,1866
2017-12-27,949
2017-1-28,193
2017-2-28,1195
2017-3-28,1297
2017-4-28,416
2017-5-28,286
2017-6-28,105
2017-7-28,488
2017-8-28,282
2017-9-28,455
2017-10-28,1734
2017-11-28,114
2017-12-28,1701
2017-1-29,1316
2017-2-29,671
2017-3-29,1786
2017-4-29,263
2017-5-29,313
2017-6-29,355
2017-7-29,1185
2017-8-29,53
2017-9-29,912
2017-10-29,808
2017-11-29,1832
2017-12-29,945
2017-1-30,313
2017-2-30,1756
2017-3-30,321
2017-4-30,1558
2017-5-30,1646
2017-6-30,1982
2017-7-30,481
2017-8-30,144
2017-9-30,1196
2017-10-30,222
2017-11-30,1129
2017-12-30,161
2017-1-31,1535
2017-2-31,450
2017-3-31,1173
2017-4-31,466
2017-5-31,44
2017-6-31,1659
2017-7-31,292
2017-8-31,439
2017-9-31,1253
2017-10-31,24
2017-11-31,154
2017-12-31,1510
2017-1-1,745
2017-2-1,649
2017-3-1,1186
2017-4-1,313
2017-5-1,474
2017-6-1,22
2017-7-1,168
2017-8-1,18
2017-9-1,787
2017-10-1,1905
2017-11-1,1958
2017-12-1,1391
2017-1-2,202
2017-2-2,1625
2017-3-2,477
2017-4-2,414
2017-5-2,1314
2017-6-2,1824
2017-7-2,1334
2017-8-2,1874
2017-9-2,372
2017-10-2,159
2017-11-2,1833
2017-12-2,70
2017-1-3,1487
2017-2-3,297
2017-3-3,1518
2017-4-3,177
2017-5-3,1773
2017-6-3,270
2017-7-3,1763
2017-8-3,668
2017-9-3,1192
2017-10-3,1985
2017-11-3,1102
2017-12-3,480
2017-1-4,1213
2017-2-4,1627
2017-3-4,802
2017-4-4,99
2017-5-4,527
2017-6-4,625
2017-7-4,1543
2017-8-4,1924
2017-9-4,1023
2017-10-4,1972
2017-11-4,1061
2017-12-4,181
2017-1-5,1003
2017-2-5,1432
2017-3-5,1505
2017-4-5,1593
2017-5-5,725
2017-6-5,1031
2017-7-5,492
2017-8-5,142
2017-9-5,1222
2017-10-5,1286
2017-11-5,1064
2017-12-5,1900
2017-1-6,1187
2017-2-6,360
2017-3-6,413
2017-4-6,974
2017-5-6,270
2017-6-6,1170
2017-7-6,235
2017-8-6,833
2017-9-6,1711
2017-10-6,1760
2017-11-6,896
2017-12-6,667
2017-1-7,1285
2017-2-7,550
2017-3-7,140
2017-4-7,1694
2017-5-7,695
2017-6-7,1624
2017-7-7,19
2017-8-7,125
2017-9-7,576
2017-10-7,1694
2017-11-7,658
2017-12-7,302
2017-1-8,1371
2017-2-8,466
2017-3-8,678
2017-4-8,593
2017-5-8,1851
2017-6-8,1484
2017-7-8,1018
2017-8-8,464
2017-9-8,1119
2017-10-8,1152
2017-11-8,800
2017-12-8,87
2017-1-9,1060
2017-2-9,1926
2017-3-9,1010
2017-4-9,757
2017-5-9,170
2017-6-9,315
2017-7-9,1576
2017-8-9,227
2017-9-9,43
2017-10-9,758
2017-11-9,1164
2017-12-9,1109
2017-1-10,1882
2017-2-10,1086
2017-3-10,1565
2017-4-10,1487
2017-5-10,1577
2017-6-10,474
2017-7-10,625
2017-8-10,1627
2017-9-10,1629
2017-10-10,1928
2017-11-10,1423
2017-12-10,520
2017-1-11,902
2017-2-11,962
2017-3-11,123
2017-4-11,596
2017-5-11,1737
2017-6-11,1261
2017-7-11,195
2017-8-11,525
2017-9-11,1264
2017-10-11,260
2017-11-11,202
2017-12-11,116
2017-1-12,1030
2017-2-12,326
2017-3-12,1011
2017-4-12,771
2017-5-12,411
2017-6-12,1547
2017-7-12,1153
2017-8-12,1520
2017-9-12,1790
2017-10-12,924
2017-11-12,188
2017-12-12,1763
2017-1-13,940
2017-2-13,851
2017-3-13,662
2017-4-13,1829
2017-5-13,900
2017-6-13,1713
2017-7-13,958
2017-8-13,1578
2017-9-13,365
2017-10-13,1007
2017-11-13,1477
2017-12-13,1200
2017-1-14,58
2017-2-14,439
2017-3-14,303
2017-4-14,760
2017-5-14,1357
2017-6-14,324
2017-7-14,477
2017-8-14,1108
2017-9-14,1113
2017-10-14,887
2017-11-14,1801
2017-12-14,850
2017-1-15,460
2017-2-15,428
2017-3-15,993
2017-4-15,1384
2017-5-15,1405
2017-6-15,540
2017-7-15,1111
2017-8-15,704
2017-9-15,835
2017-10-15,356
2017-11-15,72
2017-12-15,1350
2017-1-16,823
2017-2-16,485
2017-3-16,556
2017-4-16,1216
2017-5-16,1626
2017-6-16,1357
2017-7-16,526
2017-8-16,1357
2017-9-16,1337
2017-10-16,1271
2017-11-16,1869
2017-12-16,1361
2017-1-17,896
2017-2-17,1022
2017-3-17,1617
2017-4-17,112
2017-5-17,717
2017-6-17,696
2017-7-17,1585
2017-8-17,41
2017-9-17,423
2017-10-17,129
2017-11-17,229
2017-12-17,565
2017-1-18,559
2017-2-18,932
2017-3-18,296
2017-4-18,1855
2017-5-18,53
2017-6-18,962
2017-7-18,1584
2017-8-18,1734
2017-9-18,654
2017-10-18,972
2017-11-18,1457
2017-12-18,369
2017-1-19,532
2017-2-19,963
2017-3-19,607
2017-4-19,483
2017-5-19,911
2017-6-19,1635
2017-7-19,67
2017-8-19,848
2017-9-19,675
2017-10-19,938
2017-11-19,223
2017-12-19,142
2017-1-20,1754
2017-2-20,511
2017-3-20,741
2017-4-20,175
2017-5-20,1459
2017-6-20,1825
2017-7-20,1221
2017-8-20,1870
2017-9-20,1626
2017-10-20,1934
2017-11-20,1205
2017-12-20,1783
2017-1-21,1850
2017-2-21,1398
2017-3-21,279
2017-4-21,701
2017-5-21,193
2017-6-21,734
2017-7-21,1637
2017-8-21,534
2017-9-21,1556
2017-10-21,1993
2017-11-21,176
2017-12-21,1705
2017-1-22,962
2017-2-22,548
2017-3-22,1881
2017-4-22,300
2017-5-22,413
2017-6-22,641
2017-7-22,1855
2017-8-22,855
2017-9-22,1142
2017-10-22,1462
2017-11-22,1611
2017-12-22,877
2017-1-23,424
2017-2-23,678
2017-3-23,1752
2017-4-23,443
2017-5-23,296
2017-6-23,673
2017-7-23,40
2017-8-23,1313
2017-9-23,875
2017-10-23,72
2017-11-23,818
2017-12-23,610
2017-1-24,1017
2017-2-24,932
2017-3-24,112
2017-4-24,695
2017-5-24,1169
2017-6-24,1831
2017-7-24,40
2017-8-24,488
2017-9-24,685
2017-10-24,1090
2017-11-24,1497
2017-12-24,589
2017-1-25,1990
2017-2-25,1145
2017-3-25,1353
2017-4-25,1314
2017-5-25,651
2017-6-25,740
2017-7-25,44
2017-8-25,1258
2017-9-25,335
2017-10-25,759
2017-11-25,1192
2017-12-25,1605
2017-1-26,1264
2017-2-26,181
2017-3-26,503
2017-4-26,1829
2017-5-26,1775
2017-6-26,608
2017-7-26,1292
2017-8-26,1997
2017-9-26,1549
2017-10-26,1556
2017-11-26,1561
2017-12-26,1627
2017-1-27,467
2017-2-27,1541
2017-3-27,129
2017-4-27,1240
2017-5-27,1813
2017-6-27,1174
2017-7-27,601
2017-8-27,77
2017-9-27,215
2017-10-27,683
2017-11-27,213
2017-12-27,1992
2017-1-28,1824
2017-2-28,1601
2017-3-28,1392
2017-4-28,1759
2017-5-28,670
2017-6-28,428
2017-7-28,27
2017-8-28,84
2017-9-28,75
2017-10-28,786
2017-11-28,1498
2017-12-28,970
2017-1-29,287
2017-2-29,1847
2017-3-29,604
2017-4-29,503
2017-5-29,1221
2017-6-29,663
2017-7-29,1706
2017-8-29,363
2017-9-29,1010
2017-10-29,171
2017-11-29,1489
2017-12-29,240
2017-1-30,164
2017-2-30,1542
2017-3-30,1619
2017-4-30,913
2017-5-30,1591
2017-6-30,704
2017-7-30,1818
2017-8-30,1232
2017-9-30,750
2017-10-30,1205
2017-11-30,975
2017-12-30,1539
2017-1-31,303
2017-2-31,1422
2017-3-31,1098
2017-4-31,1247
2017-5-31,1584
2017-6-31,1648
2017-7-31,971
2017-8-31,1864
2017-9-31,913
2017-10-31,1075
2017-11-31,1545
2017-12-31,712
2017-1-1,1546
2017-2-1,678
2017-3-1,1769
2017-4-1,1262
2017-5-1,519
2017-6-1,1985
2017-7-1,289
2017-8-1,1944
2017-9-1,865
2017-10-1,540
2017-11-1,1245
2017-12-1,1508
2017-1-2,318
2017-2-2,1870
2017-3-2,1601
2017-4-2,323
2017-5-2,1132
2017-6-2,472
2017-7-2,1152
2017-8-2,1087
2017-9-2,570
2017-10-2,1763
2017-11-2,1901
2017-12-2,1103
2017-1-3,423
2017-2-3,1527
2017-3-3,1600
2017-4-3,969
2017-5-3,15
2017-6-3,1565
2017-7-3,28
2017-8-3,1543
2017-9-3,1347
2017-10-3,88
2017-11-3,943
2017-12-3,637
2017-1-4,409
2017-2-4,463
2017-3-4,1049
2017-4-4,681
2017-5-4,1588
2017-6-4,1342
2017-7-4,608
2017-8-4,60
2017-9-4,1221
2017-10-4,1758
2017-11-4,1954
2017-12-4,888
2017-1-5,146
2017-2-5,690
2017-3-5,1949
2017-4-5,843
2017-5-5,1430
2017-6-5,1620
2017-7-5,748
2017-8-5,1067
2017-9-5,536
2017-10-5,783
2017-11-5,35
2017-12-5,226
2017-1-6,1185
2017-2-6,1038
2017-3-6,1853
2017-4-6,1629
2017-5-6,1224
2017-6-6,1748
2017-7-6,1923
2017-8-6,1359
2017-9-6,257
2017-10-6,766
2017-11-6,944
2017-12-6,955
2017-1-7,1318
2017-2-7,726
2017-3-7,1411
2017-4-7,1025
2017-5-7,355
2017-6-7,1001
2017-7-7,549
2017-8-7,1496
2017-9-7,584
2017-10-7,1515
2017-11-7,1964
2017-12-7,1342
2017-1-8,75
2017-2-8,1913
2017-3-8,142
2017-4-8,1196
2017-5-8,1948
2017-6-8,1072
2017-7-8,426
2017-8-8,606
2017-9-8,173
2017-10-8,429
2017-11-8,404
2017-12-8,705
2017-1-9,626
2017-2-9,1812
2017-3-9,1375
2017-4-9,93
2017-5-9,565
2017-6-9,36
2017-7-9,736
2017-8-9,1141
2017-9-9,814
2017-10-9,1994
2017-11-9,256
2017-12-9,652
2017-1-10,1936
2017-2-10,838
2017-3-10,482
2017-4-10,1355
2017-5-10,1015
2017-6-10,1131
2017-7-10,230
2017-8-10,1841
2017-9-10,625
2017-10-10,11
2017-11-10,637
2017-12-10,186
2017-1-11,1690
2017-2-11,1650
2017-3-11,1662
2017-4-11,1634
2017-5-11,893
2017-6-11,353
2017-7-11,1416
2017-8-11,1452
2017-9-11,8
2017-10-11,1262
2017-11-11,233
2017-12-11,1454
2017-1-12,303
2017-2-12,634
2017-3-12,303
2017-4-12,256
2017-5-12,148
2017-6-12,1124
2017-7-12,317
2017-8-12,213
2017-9-12,1109
2017-10-12,28
2017-11-12,1200
2017-12-12,1080
2017-1-13,1318
2017-2-13,858
2017-3-13,50
2017-4-13,155
2017-5-13,1361
2017-6-13,1264
2017-7-13,1903
2017-8-13,1676
2017-9-13,1643
2017-10-13,909
2017-11-13,902
2017-12-13,1561
2017-1-14,489
2017-2-14,948
2017-3-14,1282
2017-4-14,1653
2017-5-14,674
2017-6-14,220
2017-7-14,1402
2017-8-14,923
2017-9-14,1831
2017-10-14,1369
2017-11-14,1878
2017-12-14,259
2017-1-15,1008
2017-2-15,619
2017-3-15,1971
2017-4-15,3
2017-5-15,1945
2017-6-15,1781
2017-7-15,504
2017-8-15,392
2017-9-15,685
2017-10-15,1313
2017-11-15,698
2017-12-15,1589
2017-1-16,722
2017-2-16,1938
2017-3-16,1037
2017-4-16,410
2017-5-16,1461
2017-6-16,234
2017-7-16,508
2017-8-16,1961
2017-9-16,1959
2017-10-16,493
2017-11-16,1515
2017-12-16,1269
2017-1-17,937
2017-2-17,869
2017-3-17,58
2017-4-17,700
2017-5-17,1971
2017-6-17,264
2017-7-17,1117
2017-8-17,215
2017-9-17,555
2017-10-17,1815
2017-11-17,330
2017-12-17,1039
2017-1-18,212
2017-2-18,1288
2017-3-18,82
2017-4-18,1954
2017-5-18,85
2017-6-18,710
2017-7-18,484
2017-8-18,774
2017-9-18,380
2017-10-18,1815
2017-11-18,1951
2017-12-18,541
2017-1-19,115
2017-2-19,1679
2017-3-19,1110
2017-4-19,1898
2017-5-19,1073
2017-6-19,788
2017-7-19,1977
2017-8-19,132
2017-9-19,1956
2017-10-19,689
2017-11-19,113
2017-12-19,8
2017-1-20,941
2017-2-20,1790
2017-3-20,1723
2017-4-20,1363
2017-5-20,28
2017-6-20,1184
2017-7-20,778
2017-8-20,1200
2017-9-20,1071
2017-10-20,1885
2017-11-20,1974
2017-12-20,1071
2017-1-21,1333
2017-2-21,867
2017-3-21,153
2017-4-21,295
2017-5-21,168
2017-6-21,825
2017-7-21,1676
2017-8-21,1629
2017-9-21,650
2017-10-21,598
2017-11-21,1309
2017-12-21,693
2017-1-22,686
2017-2-22,80
2017-3-22,116
2017-4-22,249
2017-5-22,667
2017-6-22,1528
2017-7-22,679
2017-8-22,1864
2017-9-22,1421
2017-10-22,405
2017-11-22,826
2017-12-22,816
2017-1-23,1516
2017-2-23,1726
2017-3-23,666
2017-4-23,1087
2017-5-23,1681
2017-6-23,1964
2017-7-23,1340
2017-8-23,1686
2017-9-23,21
2017-10-23,1662
2017-11-23,721
2017-12-23,64
2017-1-24,1309
2017-2-24,415
2017-3-24,1902
2017-4-24,1873
2017-5-24,1124
2017-6-24,1941
2017-7-24,745
2017-8-24,1762
2017-9-24,423
2017-10-24,1531
2017-11-24,806
2017-12-24,268
2017-1-25,1318
2017-2-25,1602
2017-3-25,1907
2017-4-25,307
2017-5-25,1481
2017-6-25,1012
2017-7-25,1136
2017-8-25,630
2017-9-25,114
2017-10-25,809
2017-11-25,84
2017-12-25,1556
2017-1-26,290
2017-2-26,1293
2017-3-26,1996
2017-4-26,1152
2017-5-26,1054
2017-6-26,1345
2017-7-26,708
2017-8-26,248
2017-9-26,1491
2017-10-26,1712
2017-11-26,1131
2017-12-26,114
2017-1-27,439
2017-2-27,1958
2017-3-27,722
2017-4-27,1704
2017-5-27,995
2017-6-27,1052
2017-7-27,1269
2017-8-27,1479
2017-9-27,238
2017-10-27,423
2017-11-27,1918
2017-12-27,866
2017-1-28,1659
2017-2-28,498
2017-3-28,486
2017-4-28,1196
2017-5-28,1462
2017-6-28,633
2017-7-28,158
2017-8-28,22
2017-9-28,1146
2017-10-28,392
2017-11-28,1037
2017-12-28,1925
2017-1-29,647
2017-2-29,1458
2017-3-29,602
2017-4-29,807
2017-5-29,98
2017-6-29,1830
2017-7-29,1292
2017-8-29,600
2017-9-29,1278
2017-10-29,799
2017-11-29,352
2017-12-29,448
2017-1-30,1882
2017-2-30,540
2017-3-30,315
2017-4-30,575
2017-5-30,762
2017-6-30,1567
2017-7-30,336
2017-8-30,397
2017-9-30,1418
2017-10-30,1897
2017-11-30,1828
2017-12-30,1851
2017-1-31,816
2017-2-31,230
2017-3-31,449
2017-4-31,925
2017-5-31,658
2017-6-31,229
2017-7-31,520
2017-8-31,940
2017-9-31,1560
2017-10-31,1147
2017-11-31,1162
2017-12-31,1655
2017-1-1,675
2017-2-1,792
2017-3-1,361
2017-4-1,1754
2017-5-1,398
2017-6-1,1146
2017-7-1,714
2017-8-1,946
2017-9-1,1188
2017-10-1,1569
2017-11-1,638
2017-12-1,1663
2017-1-2,1075
2017-2-2,515
2017-3-2,1521
2017-4-2,475
2017-5-2,1615
2017-6-2,528
2017-7-2,1234
2017-8-2,570
2017-9-2,905
2017-10-2,1464
2017-11-2,1557
2017-12-2,962
2017-1-3,161
2017-2-3,524
2017-3-3,549
2017-4-3,1469
2017-5-3,330
2017-6-3,1923
2017-7-3,350
2017-8-3,333
2017-9-3,925
2017-10-3,910
2017-11-3,1737
2017-12-3,336
2017-1-4,337
2017-2-4,1278
2017-3-4,393
2017-4-4,1636
2017-5-4,714
2017-6-4,164
2017-7-4,1591
2017-8-4,1949
2017-9-4,1135
2017-10-4,505
2017-11-4,1337
2017-12-4,4
2017-1-5,337
2017-2-5,623
2017-3-5,664
2017-4-5,1970
2017-5-5,1608
2017-6-5,568
2017-7-5,1281
2017-8-5,1085
2017-9-5,1152
2017-10-5,373
2017-11-5,652
2017-12-5,194
2017-1-6,1876
2017-2-6,1826
2017-3-6,396
2017-4-6,1572
2017-5-6,249
2017-6-6,640
2017-7-6,1174
2017-8-6,819
2017-9-6,943
2017-10-6,611
2017-11-6,1941
2017-12-6,289
2017-1-7,419
2017-2-7,1565
2017-3-7,1805
2017-4-7,1585
2017-5-7,216
2017-6-7,1450
2017-7-7,1615
2017-8-7,609
2017-9-7,1064
2017-10-7,1166
2017-11-7,893
2017-12-7,74
2017-1-8,1509
2017-2-8,300
2017-3-8,1695
2017-4-8,1573
2017-5-8,1589
2017-6-8,1161
2017-7-8,1172
2017-8-8,1968
2017-9-8,1358
2017-10-8,31
2017-11-8,268
2017-12-8,1426
2017-1-9,510
2017-2-9,422
2017-3-9,774
2017-4-9,779
2017-5-9,910
2017-6-9,1552
2017-7-9,182
2017-8-9,1391
2017-9-9,1495
2017-10-9,1764
2017-11-9,874
2017-12-9,1364
2017-1-10,902
2017-2-10,255
2017-3-10,460
2017-4-10,474
2017-5-10,972
2017-6-10,821
2017-7-10,122
2017-8-10,1547
2017-9-10,1577
2017-10-10,1789
2017-11-10,1605
2017-12-10,195
2017-1-11,1594
2017-2-11,1950
2017-3-11,343
2017-4-11,754
2017-5-11,481
2017-6-11,1012
2017-7-11,1672
2017-8-11,1439
2017-9-11,1428
2017-10-11,1912
2017-11-11,1762
2017-12-11,1967
2017-1-12,408
2017-2-12,415
2017-3-12,1908
2017-4-12,1223
2017-5-12,1759
2017-6-12,434
2017-7-12,1204
2017-8-12,1486
2017-9-12,319
2017-10-12,958
2017-11-12,1945
2017-12-12,806
2017-1-13,166
2017-2-13,700
2017-3-13,1367
2017-4-13,1692
2017-5-13,1787
2017-6-13,532
2017-7-13,556
2017-8-13,974
2017-9-13,1447
2017-10-13,1021
2017-11-13,283
2017-12-13,222
2017-1-14,1331
2017-2-14,376
2017-3-14,583
2017-4-14,948
2017-5-14,723
2017-6-14,1982
2017-7-14,18
2017-8-14,776
2017-9-14,1220
2017-10-14,1111
2017-11-14,182
2017-12-14,1856
2017-1-15,1490
2017-2-15,925
2017-3-15,324
2017-4-15,486
2017-5-15,1677
2017-6-15,1969
2017-7-15,1643
2017-8-15,1534
2017-9-15,1677
2017-10-15,668
2017-11-15,1068
2017-12-15,1991
2017-1-16,196
2017-2-16,1783
2017-3-16,828
2017-4-16,1727
2017-5-16,1426
2017-6-16,1871
2017-7-16,697
2017-8-16,1612
2017-9-16,703
2017-10-16,1027
2017-11-16,1408
2017-12-16,1545
2017-1-17,1508
2017-2-17,1185
2017-3-17,238
2017-4-17,237
2017-5-17,443
2017-6-17,1313
2017-7-17,501
2017-8-17,850
2017-9-17,1128
2017-10-17,111
2017-11-17,1650
2017-12-17,149
2017-1-18,1192
2017-2-18,1454
2017-3-18,1869
2017-4-18,681
2017-5-18,1465
2017-6-18,267
2017-7-18,1713
2017-8-18,1793
2017-9-18,634
2017-10-18,1472
2017-11-18,972
2017-12-18,830
2017-1-19,901
2017-2-19,442
2017-3-19,1177
2017-4-19,1877
2017-5-19,1770
2017-6-19,702
2017-7-19,364
2017-8-19,1381
2017-9-19,590
2017-10-19,823
2017-11-19,237
2017-12-19,23
2017-1-20,179
2017-2-20,595
2017-3-20,169
2017-4-20,327
2017-5-20,42
2017-6-20,1310
2017-7-20,182
2017-8-20,1058
2017-9-20,1926
2017-10-20,1487
2017-11-20,1670
2017-12-20,528
2017-1-21,1651
2017-2-21,258
2017-3-21,1213
2017-4-21,1860
2017-5-21,1783
2017-6-21,1286
2017-7-21,742
2017-8-21,610
2017-9-21,472
2017-10-21,1128
2017-11-21,434
2017-12-21,1841
2017-1-22,718
2017-2-22,1503
2017-3-22,867
2017-4-22,865
2017-5-22,938
2017-6-22,1881
2017-7-22,1257
2017-8-22,750
2017-9-22,614
2017-10-22,598
2017-11-22,458
2017-12-22,661
2017-1-23,63
2017-2-23,756
2017-3-23,807
2017-4-23,278
2017-5-23,1489
2017-6-23,1435
2017-7-23,365
2017-8-23,75
2017-9-23,1586
2017-10-23,1386
2017-11-23,1833
2017-12-23,360
2017-1-24,1330
2017-2-24,48
2017-3-24,928
2017-4-24,1492
2017-5-24,433
2017-6-24,1840
2017-7-24,766
2017-8-24,1735
2017-9-24,1810
2017-10-24,1599
2017-11-24,1837
2017-12-24,1892
2017-1-25,1982
2017-2-25,1328
2017-3-25,1352
2017-4-25,1369
2017-5-25,1244
2017-6-25,1794
2017-7-25,608
2017-8-25,1252
2017-9-25,1647
2017-10-25,1432
2017-11-25,1535
2017-12-25,1208
2017-1-26,1264
2017-2-26,1497
2017-3-26,1243
2017-4-26,1649
2017-5-26,15
2017-6-26,841
2017-7-26,189
2017-8-26,100
2017-9-26,1812
2017-10-26,648
2017-11-26,1523
2017-12-26,1851
2017-1-27,474
2017-2-27,633
2017-3-27,1891
2017-4-27,1200
2017-5-27,1854
2017-6-27,1990
2017-7-27,1697
2017-8-27,919
2017-9-27,1780
2017-10-27,578
2017-11-27,931
2017-12-27,544
2017-1-28,1340
2017-2-28,1487
2017-3-28,899
2017-4-28,525
2017-5-28,483
2017-6-28,1538
2017-7-28,1492
2017-8-28,193
2017-9-28,252
2017-10-28,1011
2017-11-28,1560
2017-12-28,1834
2017-1-29,1840
2017-2-29,1497
2017-3-29,785
2017-4-29,529
2017-5-29,1540
2017-6-29,805
2017-7-29,791
2017-8-29,1392
2017-9-29,1210
2017-10-29,1549
2017-11-29,1578
2017-12-29,979
2017-1-30,971
2017-2-30,1277
2017-3-30,73
2017-4-30,193
2017-5-30,1620
2017-6-30,1497
2017-7-30,1826
2017-8-30,1276
2017-9-30,1790
2017-10-30,582
2017-11-30,1578
2017-12-30,1159
